timestamp,message,level
2025-08-04 02:14:43,Scheduled task report-generation completed,INFO
2025-08-04 02:17:39,Successfully processed 504 items in batch job #8997,INFO
2025-08-04 02:20:56,User user_2037 logged in successfully,INFO
2025-08-04 02:27:41,User session session_85582 created,INFO
2025-08-04 02:35:36,Database connection pool initialized with 38 connections,INFO
2025-08-04 02:39:44,"Request to user-profile took 327ms, exceeding threshold",WARN
2025-08-04 02:43:22,Cache refreshed for 2535 entries,INFO
2025-08-04 02:49:57,Failed to connect to database after 3 retries,ERROR
2025-08-04 02:55:59,File data_9123.json uploaded successfully,INFO
2025-08-04 02:56:04,API rate limit approaching: 87 requests of 100 limit,WARN
2025-08-04 03:02:17,API request completed in 75ms,INFO
2025-08-04 03:10:24,API request completed in 15ms,INFO
2025-08-04 03:13:28,Slow disk I/O detected on volume data-vol,WARN
2025-08-04 03:18:28,File data_1291.json uploaded successfully,INFO
2025-08-04 03:20:25,User session session_81971 created,INFO
2025-08-04 03:25:52,Scheduled task health-check completed,INFO
2025-08-04 03:35:19,"Config cache using default values, no custom config found",WARN
2025-08-04 03:40:42,Database connection pool initialized with 28 connections,INFO
2025-08-04 03:40:52,File data_6439.json uploaded successfully,INFO
2025-08-04 03:49:49,File data_6952.json uploaded successfully,INFO
2025-08-04 03:55:28,API request completed in 5ms,INFO
2025-08-04 03:57:22,"Database query took 1621ms, consider optimization",WARN
2025-08-04 04:04:23,High memory usage detected: 85%,WARN
2025-08-04 04:08:08,Deprecated method getUserByID called by service admin-panel,WARN
2025-08-04 04:14:12,Cache refreshed for 3632 entries,INFO
2025-08-04 04:18:52,API rate limit approaching: 83 requests of 100 limit,WARN
2025-08-04 04:23:02,Unhandled exception: DivideByZeroException,ERROR
2025-08-04 04:28:29,User session session_27647 created,INFO
2025-08-04 04:33:00,User user_8091 logged in successfully,INFO
2025-08-04 04:39:30,Service auth-provider crashed with exit code 45,ERROR
2025-08-04 04:45:52,Cache refreshed for 9939 entries,INFO
2025-08-04 04:49:56,Cache refreshed for 6959 entries,INFO
2025-08-04 04:54:58,API request completed in 40ms,INFO
2025-08-04 04:58:21,Out of memory error in service batch-processor,ERROR
2025-08-04 05:01:26,User session session_49179 created,INFO
2025-08-04 05:10:35,"Config cache using default values, no custom config found",WARN
2025-08-04 05:11:13,Service payment-processor started successfully,INFO
2025-08-04 05:20:08,Service auth-provider crashed with exit code 139,ERROR
2025-08-04 05:25:40,Connection established to auth-service,INFO
2025-08-04 05:29:30,Cache refreshed for 8847 entries,INFO
2025-08-04 05:32:56,High memory usage detected: 83%,WARN
2025-08-04 05:35:24,User user_4275 logged in successfully,INFO
2025-08-04 05:42:48,"Database query took 1899ms, consider optimization",WARN
2025-08-04 05:47:09,"Database query took 917ms, consider optimization",WARN
2025-08-04 05:54:02,File data_2679.json uploaded successfully,INFO
2025-08-04 05:59:55,User session session_39400 created,INFO
2025-08-04 06:05:41,API request completed in 70ms,INFO
2025-08-04 06:10:18,User user_7251 logged in successfully,INFO
2025-08-04 06:13:26,Connection timeout after 21092ms,ERROR
2025-08-04 06:15:00,Retrying connection to storage-service (attempt 2 of 3),WARN
2025-08-04 06:21:58,Database connection pool initialized with 42 connections,INFO
2025-08-04 06:29:47,API request completed in 42ms,INFO
2025-08-04 06:33:11,Exception in thread 'worker': java.sql.SQLException: Connection refused,ERROR
2025-08-04 06:40:32,User user_8020 logged in successfully,INFO
2025-08-04 06:42:35,Successfully processed 608 items in batch job #5178,INFO
2025-08-04 06:45:21,Successfully processed 50 items in batch job #3518,INFO
2025-08-04 06:52:38,Scheduled task index-rebuild completed,INFO
2025-08-04 06:58:50,Database connection pool initialized with 9 connections,INFO
2025-08-04 07:05:20,Successfully processed 543 items in batch job #2117,INFO
2025-08-04 07:09:10,User session session_62876 created,INFO
2025-08-04 07:10:22,API request completed in 89ms,INFO
2025-08-04 07:17:21,API request completed in 84ms,INFO
2025-08-04 07:24:30,Failed to connect to database after 3 retries,ERROR
2025-08-04 07:30:22,Scheduled task health-check completed,INFO
2025-08-04 07:31:02,Database connection pool initialized with 29 connections,INFO
2025-08-04 07:35:24,Service web-server started successfully,INFO
2025-08-04 07:44:52,"Config network using default values, no custom config found",WARN
2025-08-04 07:48:31,API request completed in 46ms,INFO
2025-08-04 07:54:05,Service auth-provider crashed with exit code 137,ERROR
2025-08-04 07:55:40,API request completed in 92ms,INFO
2025-08-04 08:03:53,User session session_67047 created,INFO
2025-08-04 08:10:52,Service api-server crashed with exit code 118,ERROR
2025-08-04 08:15:21,Connection established to database,INFO
2025-08-04 08:16:50,Connection established to queue,INFO
2025-08-04 08:21:58,Cache refreshed for 7491 entries,INFO
2025-08-04 08:30:25,User user_7381 logged in successfully,INFO
2025-08-04 08:35:07,Scheduled task backup completed,INFO
2025-08-04 08:40:37,Connection established to auth-service,INFO
2025-08-04 08:44:06,Service monitoring started successfully,INFO
2025-08-04 08:45:18,Slow disk I/O detected on volume temp-vol,WARN
2025-08-04 08:53:52,File data_3561.json uploaded successfully,INFO
2025-08-04 08:59:14,Cache refreshed for 9041 entries,INFO
2025-08-04 09:02:40,Database connection pool initialized with 5 connections,INFO
2025-08-04 09:09:55,Connection established to database,INFO
2025-08-04 09:10:36,User session session_81765 created,INFO
2025-08-04 09:15:19,Database connection pool initialized with 18 connections,INFO
2025-08-04 09:23:57,User session session_28671 created,INFO
2025-08-04 09:26:11,Service auth-service started successfully,INFO
2025-08-04 09:30:11,Scheduled task backup completed,INFO
2025-08-04 09:39:29,Connection established to auth-service,INFO
2025-08-04 09:45:04,API request completed in 97ms,INFO
2025-08-04 09:49:31,Connection timeout after 7201ms,ERROR
2025-08-04 09:55:41,Service monitoring started successfully,INFO
2025-08-04 09:55:57,File data_8383.json uploaded successfully,INFO
2025-08-04 10:02:39,Scheduled task cleanup completed,INFO
2025-08-04 10:09:36,Database connection pool initialized with 32 connections,INFO
2025-08-04 10:11:00,API request completed in 96ms,INFO
2025-08-04 10:20:41,Database connection pool initialized with 13 connections,INFO
2025-08-04 10:25:46,File data_8583.json uploaded successfully,INFO
2025-08-04 10:28:22,Slow disk I/O detected on volume app-vol,WARN
2025-08-04 10:30:11,Connection established to auth-service,INFO
2025-08-04 10:36:57,Service web-server started successfully,INFO
2025-08-04 10:45:04,"Config database using default values, no custom config found",WARN
2025-08-04 10:49:37,Scheduled task cleanup completed,INFO
2025-08-04 10:50:35,User session session_71879 created,INFO
2025-08-04 11:00:49,Cache refreshed for 3758 entries,INFO
2025-08-04 11:04:46,Service search-index response time degraded,WARN
2025-08-04 11:09:32,Database connection pool initialized with 37 connections,INFO
2025-08-04 11:10:42,Scheduled task cleanup completed,INFO
2025-08-04 11:19:08,Successfully processed 589 items in batch job #3395,INFO
